Chromosome,Type,Start,End,Strand,ID,Alias,Name,Derivation
chr15,miRNA_primary_transcript,76290879,76290968,-,MI0014042,MI0014042,mmu-mir-3079,NA
chr15,miRNA,76290932,76290954,-,MIMAT0014866,MIMAT0014866,mmu-miR-3079-5p,MI0014042
chr15,miRNA,76290891,76290911,-,MIMAT0014867,MIMAT0014867,mmu-miR-3079-3p,MI0014042
chr15,miRNA_primary_transcript,76433214,76433273,+,MI0022801,MI0022801,mmu-mir-6954,NA
chr15,miRNA,76433219,76433240,+,MIMAT0027808,MIMAT0027808,mmu-miR-6954-5p,MI0022801
chr15,miRNA,76433253,76433273,+,MIMAT0027809,MIMAT0027809,mmu-miR-6954-3p,MI0022801
chr15,miRNA_primary_transcript,78284788,78284849,-,MI0025017,MI0025017,mmu-mir-7676-1,NA
chr15,miRNA,78284827,78284849,-,MIMAT0029860,MIMAT0029860,mmu-miR-7676-5p,MI0025017
chr15,miRNA,78284788,78284809,-,MIMAT0029861,MIMAT0029861,mmu-miR-7676-3p,MI0025017
chr15,miRNA_primary_transcript,78348599,78348660,+,MI0025018,MI0025018,mmu-mir-7676-2,NA
chr15,miRNA,78348599,78348621,+,MIMAT0029860_1,MIMAT0029860,mmu-miR-7676-5p,MI0025018
chr15,miRNA,78348639,78348660,+,MIMAT0029861_1,MIMAT0029861,mmu-miR-7676-3p,MI0025018
chr15,miRNA_primary_transcript,78891840,78891913,+,MI0022802,MI0022802,mmu-mir-6955,NA
chr15,miRNA,78891845,78891868,+,MIMAT0027810,MIMAT0027810,mmu-miR-6955-5p,MI0022802
chr15,miRNA,78891891,78891912,+,MIMAT0027811,MIMAT0027811,mmu-miR-6955-3p,MI0022802
chr15,miRNA_primary_transcript,79002223,79002284,+,MI0022803,MI0022803,mmu-mir-6956,NA
chr15,miRNA,79002231,79002250,+,MIMAT0027812,MIMAT0027812,mmu-miR-6956-5p,MI0022803
chr15,miRNA,79002265,79002284,+,MIMAT0027813,MIMAT0027813,mmu-miR-6956-3p,MI0022803
chr15,miRNA_primary_transcript,79375228,79375300,-,MI0009932,MI0009932,mmu-mir-1943,NA
chr15,miRNA,79375271,79375293,-,MIMAT0009408,MIMAT0009408,mmu-miR-1943-5p,MI0009932
chr15,miRNA,79375236,79375256,-,MIMAT0017342,MIMAT0017342,mmu-miR-1943-3p,MI0009932
chr15,miRNA_primary_transcript,79998970,79999026,-,MI0023708,MI0023708,mmu-mir-7213,NA
chr15,miRNA,79999007,79999026,-,MIMAT0028394,MIMAT0028394,mmu-miR-7213-5p,MI0023708
chr15,miRNA,79998970,79998989,-,MIMAT0028395,MIMAT0028395,mmu-miR-7213-3p,MI0023708
chr15,miRNA_primary_transcript,80646073,80646136,+,MI0022804,MI0022804,mmu-mir-6957,NA
chr15,miRNA,80646078,80646098,+,MIMAT0027814,MIMAT0027814,mmu-miR-6957-5p,MI0022804
chr15,miRNA,80646113,80646134,+,MIMAT0027815,MIMAT0027815,mmu-miR-6957-3p,MI0022804
chr15,miRNA_primary_transcript,80940039,80940120,+,MI0018022,MI0018022,mmu-mir-5113,NA
chr15,miRNA,80940049,80940071,+,MIMAT0020621,MIMAT0020621,mmu-miR-5113,MI0018022
chr15,miRNA_primary_transcript,82198122,82198190,+,MI0000707,MI0000707,mmu-mir-33,NA
chr15,miRNA,82198127,82198147,+,MIMAT0000667,MIMAT0000667,mmu-miR-33-5p,MI0000707
chr15,miRNA,82198167,82198188,+,MIMAT0004666,MIMAT0004666,mmu-miR-33-3p,MI0000707
chr15,miRNA_primary_transcript,82393919,82393978,-,MI0025033,MI0025033,mmu-mir-7684,NA
chr15,miRNA,82393958,82393978,-,MIMAT0029890,MIMAT0029890,mmu-miR-7684-5p,MI0025033
chr15,miRNA,82393919,82393940,-,MIMAT0029891,MIMAT0029891,mmu-miR-7684-3p,MI0025033
chr15,miRNA_primary_transcript,82959218,82959296,-,MI0014043,MI0014043,mmu-mir-3080,NA
chr15,miRNA,82959266,82959285,-,MIMAT0014868,MIMAT0014868,mmu-miR-3080-5p,MI0014043
chr15,miRNA,82959228,82959249,-,MIMAT0014869,MIMAT0014869,mmu-miR-3080-3p,MI0014043
chr15,miRNA_primary_transcript,83341803,83341858,-,MI0040626,MI0040626,mmu-mir-12186,NA
chr15,miRNA,83341838,83341858,-,MIMAT0049839,MIMAT0049839,mmu-miR-12186-5p,MI0040626
chr15,miRNA,83341804,83341824,-,MIMAT0049840,MIMAT0049840,mmu-miR-12186-3p,MI0040626
chr15,miRNA_primary_transcript,83362904,83362959,-,MI0040626_2,MI0040626,mmu-mir-12186,NA
chr15,miRNA,83362939,83362959,-,MIMAT0049839_1,MIMAT0049839,mmu-miR-12186-5p,MI0040626
chr15,miRNA,83362905,83362925,-,MIMAT0049840_1,MIMAT0049840,mmu-miR-12186-3p,MI0040626
chr15,miRNA_primary_transcript,84168270,84168377,+,MI0021926,MI0021926,mmu-mir-6392,NA
chr15,miRNA,84168285,84168307,+,MIMAT0025141,MIMAT0025141,mmu-miR-6392-5p,MI0021926
chr15,miRNA,84168334,84168356,+,MIMAT0025142,MIMAT0025142,mmu-miR-6392-3p,MI0021926
chr15,miRNA_primary_transcript,84951526,84951623,-,MI0004132,MI0004132,mmu-mir-1249,NA
chr15,miRNA,84951579,84951603,-,MIMAT0014804,MIMAT0014804,mmu-miR-1249-5p,MI0004132
chr15,miRNA,84951545,84951566,-,MIMAT0010560,MIMAT0010560,mmu-miR-1249-3p,MI0004132
chr15,miRNA_primary_transcript,85706603,85706697,+,MI0000560,MI0000560,mmu-let-7c-2,NA
chr15,miRNA,85706616,85706637,+,MIMAT0000523,MIMAT0000523,mmu-let-7c-5p,MI0000560
chr15,miRNA,85706664,85706685,+,MIMAT0005439,MIMAT0005439,mmu-let-7c-2-3p,MI0000560
chr15,miRNA_primary_transcript,85707319,85707403,+,MI0000558,MI0000558,mmu-let-7b,NA
chr15,miRNA,85707325,85707346,+,MIMAT0000522,MIMAT0000522,mmu-let-7b-5p,MI0000558
chr15,miRNA,85707379,85707400,+,MIMAT0004621,MIMAT0004621,mmu-let-7b-3p,MI0000558
chr15,miRNA_primary_transcript,87795850,87795943,-,MI0021927,MI0021927,mmu-mir-6393,NA
chr15,miRNA,87795919,87795940,-,MIMAT0025143,MIMAT0025143,mmu-miR-6393,MI0021927
chr15,miRNA_primary_transcript,89162848,89162908,-,MI0022969,MI0022969,mmu-mir-7118,NA
chr15,miRNA,89162882,89162903,-,MIMAT0028133,MIMAT0028133,mmu-miR-7118-5p,MI0022969
chr15,miRNA,89162849,89162870,-,MIMAT0028134,MIMAT0028134,mmu-miR-7118-3p,MI0022969
chr15,miRNA_primary_transcript,89185465,89185537,-,MI0022805,MI0022805,mmu-mir-6958,NA
chr15,miRNA,89185516,89185537,-,MIMAT0027816,MIMAT0027816,mmu-miR-6958-5p,MI0022805
chr15,miRNA,89185465,89185487,-,MIMAT0027817,MIMAT0027817,mmu-miR-6958-3p,MI0022805
chr15,miRNA_primary_transcript,89305658,89305732,-,MI0022806,MI0022806,mmu-mir-6959,NA
chr15,miRNA,89305705,89305727,-,MIMAT0027818,MIMAT0027818,mmu-miR-6959-5p,MI0022806
chr15,miRNA,89305658,89305679,-,MIMAT0027819,MIMAT0027819,mmu-miR-6959-3p,MI0022806
chr15,miRNA_primary_transcript,90224360,90224412,+,MI0024986,MI0024986,mmu-mir-7648,NA
chr15,miRNA,90224360,90224379,+,MIMAT0029798,MIMAT0029798,mmu-miR-7648-5p,MI0024986
chr15,miRNA,90224392,90224412,+,MIMAT0029799,MIMAT0029799,mmu-miR-7648-3p,MI0024986
chr15,miRNA_primary_transcript,98519762,98519878,-,MI0026023,MI0026023,mmu-mir-1291,NA
chr15,miRNA,98519828,98519853,-,MIMAT0031397,MIMAT0031397,mmu-miR-1291,MI0026023
chr15,miRNA_primary_transcript,99080805,99080865,+,MI0022807,MI0022807,mmu-mir-6960,NA
chr15,miRNA,99080810,99080831,+,MIMAT0027820,MIMAT0027820,mmu-miR-6960-5p,MI0022807
chr15,miRNA,99080844,99080865,+,MIMAT0027821,MIMAT0027821,mmu-miR-6960-3p,MI0022807
chr15,miRNA_primary_transcript,100649163,100649229,-,MI0022808,MI0022808,mmu-mir-6961,NA
chr15,miRNA,100649205,100649224,-,MIMAT0027822,MIMAT0027822,mmu-miR-6961-5p,MI0022808
chr15,miRNA,100649163,100649184,-,MIMAT0027823,MIMAT0027823,mmu-miR-6961-3p,MI0022808
chr15,miRNA_primary_transcript,101193869,101193931,+,MI0022809,MI0022809,mmu-mir-6962,NA
chr15,miRNA,101193874,101193893,+,MIMAT0027824,MIMAT0027824,mmu-miR-6962-5p,MI0022809
chr15,miRNA,101193908,101193929,+,MIMAT0027825,MIMAT0027825,mmu-miR-6962-3p,MI0022809
chr15,miRNA_primary_transcript,101369352,101369434,+,MI0009930,MI0009930,mmu-mir-1941,NA
chr15,miRNA,101369364,101369387,+,MIMAT0009405,MIMAT0009405,mmu-miR-1941-5p,MI0009930
chr15,miRNA,101369401,101369421,+,MIMAT0009406,MIMAT0009406,mmu-miR-1941-3p,MI0009930
chr15,miRNA_primary_transcript,102328648,102328709,+,MI0040627,MI0040627,mmu-mir-12187,NA
chr15,miRNA,102328648,102328669,+,MIMAT0049841,MIMAT0049841,mmu-miR-12187-5p,MI0040627
chr15,miRNA,102328689,102328709,+,MIMAT0049842,MIMAT0049842,mmu-miR-12187-3p,MI0040627
chr15,miRNA_primary_transcript,102671792,102671866,-,MI0004653,MI0004653,mmu-mir-688,NA
chr15,miRNA,102671802,102671821,-,MIMAT0003467,MIMAT0003467,mmu-miR-688,MI0004653
chr15,miRNA_primary_transcript,102973350,102973434,+,MI0000553,MI0000553,mmu-mir-196a-2,NA
chr15,miRNA,102973365,102973386,+,MIMAT0000518_1,MIMAT0000518,mmu-miR-196a-5p,MI0000553
chr15,miRNA,102973401,102973422,+,MIMAT0004618,MIMAT0004618,mmu-miR-196a-2-3p,MI0000553
chr15,miRNA_primary_transcript,103014910,103015001,+,MI0005004,MI0005004,mmu-mir-615,NA
chr15,miRNA,103014926,103014947,+,MIMAT0004837,MIMAT0004837,mmu-miR-615-5p,MI0005004
chr15,miRNA,103014969,103014990,+,MIMAT0003783,MIMAT0003783,mmu-miR-615-3p,MI0005004
chr15,miRNA_primary_transcript,103285125,103285221,+,MI0000617,MI0000617,mmu-mir-148b,NA
chr15,miRNA,103285148,103285171,+,MIMAT0017036,MIMAT0017036,mmu-miR-148b-5p,MI0000617
chr15,miRNA,103285185,103285206,+,MIMAT0000580,MIMAT0000580,mmu-miR-148b-3p,MI0000617
chr15,miRNA_primary_transcript,103350455,103350525,-,MI0022810,MI0022810,mmu-mir-6963,NA
chr15,miRNA,103350497,103350520,-,MIMAT0027826,MIMAT0027826,mmu-miR-6963-5p,MI0022810
chr15,miRNA,103350455,103350477,-,MIMAT0027827,MIMAT0027827,mmu-miR-6963-3p,MI0022810
chr16,miRNA_primary_transcript,5215789,5215874,-,MI0021893,MI0021893,mmu-mir-6364,NA
chr16,miRNA,5215790,5215811,-,MIMAT0025108,MIMAT0025108,mmu-miR-6364,MI0021893
chr16,miRNA_primary_transcript,11254368,11254445,-,MI0009934,MI0009934,mmu-mir-1945,NA
chr16,miRNA,11254381,11254402,-,MIMAT0009410,MIMAT0009410,mmu-miR-1945,MI0009934
chr16,miRNA_primary_transcript,13449523,13449601,+,MI0005484,MI0005484,mmu-mir-193b,NA
chr16,miRNA,13449533,13449554,+,MIMAT0017271,MIMAT0017271,mmu-miR-193b-5p,MI0005484
chr16,miRNA,13449570,13449591,+,MIMAT0004859,MIMAT0004859,mmu-miR-193b-3p,MI0005484
chr16,miRNA_primary_transcript,13453840,13453926,+,MI0000768,MI0000768,mmu-mir-365-1,NA
chr16,miRNA,13453855,13453877,+,MIMAT0017077,MIMAT0017077,mmu-miR-365-1-5p,MI0000768
chr16,miRNA,13453895,13453916,+,MIMAT0000711_1,MIMAT0000711,mmu-miR-365-3p,MI0000768
chr16,miRNA_primary_transcript,13471080,13471180,-,MI0021894,MI0021894,mmu-mir-6365,NA
chr16,miRNA,13471103,13471124,-,MIMAT0025109,MIMAT0025109,mmu-miR-6365,MI0021894
chr16,miRNA_primary_transcript,14159626,14159692,+,MI0003491,MI0003491,mmu-mir-484,NA
chr16,miRNA,14159630,14159651,+,MIMAT0003127,MIMAT0003127,mmu-miR-484,MI0003491
chr16,miRNA_primary_transcript,17124061,17124142,-,MI0000408,MI0000408,mmu-mir-130b,NA
chr16,miRNA,17124109,17124130,-,MIMAT0004583,MIMAT0004583,mmu-miR-130b-5p,MI0000408
chr16,miRNA,17124071,17124092,-,MIMAT0000387,MIMAT0000387,mmu-miR-130b-3p,MI0000408
chr16,miRNA_primary_transcript,17124400,17124496,-,MI0004122,MI0004122,mmu-mir-301b,NA
chr16,miRNA,17124456,17124477,-,MIMAT0017232,MIMAT0017232,mmu-miR-301b-5p,MI0004122
chr16,miRNA,17124420,17124442,-,MIMAT0004186,MIMAT0004186,mmu-miR-301b-3p,MI0004122
chr16,miRNA_primary_transcript,18165089,18165170,-,MI0021895,MI0021895,mmu-mir-6366,NA
chr16,miRNA,18165093,18165114,-,MIMAT0025110,MIMAT0025110,mmu-miR-6366,MI0021895
chr16,miRNA_primary_transcript,18284239,18284317,-,MI0009935,MI0009935,mmu-mir-1306,NA
chr16,miRNA,18284248,18284268,-,MIMAT0009411,MIMAT0009411,mmu-miR-1306-3p,MI0009935
chr16,miRNA,18284288,18284310,-,MIMAT0019136,MIMAT0019136,mmu-miR-1306-5p,MI0009935
chr16,miRNA_primary_transcript,18284550,18284637,-,MI0030345,MI0030345,mmu-mir-3618,NA
chr16,miRNA,18284602,18284623,-,MIMAT0035716,MIMAT0035716,mmu-miR-3618-5p,MI0030345
chr16,miRNA,18284562,18284583,-,MIMAT0035717,MIMAT0035717,mmu-miR-3618-3p,MI0030345
chr16,miRNA_primary_transcript,18327401,18327465,-,MI0000227,MI0000227,mmu-mir-185,NA
chr16,miRNA,18327438,18327459,-,MIMAT0000214,MIMAT0000214,mmu-miR-185-5p,MI0000227
chr16,miRNA,18327405,18327425,-,MIMAT0016996,MIMAT0016996,mmu-miR-185-3p,MI0000227
chr16,miRNA_primary_transcript,20604452,20604536,+,MI0004118,MI0004118,mmu-mir-1224,NA
chr16,miRNA,20604452,20604472,+,MIMAT0005460,MIMAT0005460,mmu-miR-1224-5p,MI0004118
chr16,miRNA,20604516,20604536,+,MIMAT0017231,MIMAT0017231,mmu-miR-1224-3p,MI0004118
chr16,miRNA_primary_transcript,21256013,21256066,-,MI0025025,MI0025025,mmu-mir-7680,NA
chr16,miRNA,21256047,21256066,-,MIMAT0029874,MIMAT0029874,mmu-miR-7680-5p,MI0025025
chr16,miRNA,21256013,21256034,-,MIMAT0029875,MIMAT0029875,mmu-miR-7680-3p,MI0025025
chr16,miRNA_primary_transcript,22532056,22532184,-,MI0026022,MI0026022,mmu-mir-8095,NA
chr16,miRNA,22532128,22532149,-,MIMAT0031396,MIMAT0031396,mmu-miR-8095,MI0026022
chr16,miRNA_primary_transcript,22605326,22605432,+,MI0021891,MI0021891,mmu-mir-6362,NA
chr16,miRNA,22605342,22605363,+,MIMAT0025106,MIMAT0025106,mmu-miR-6362,MI0021891
chr16,miRNA_primary_transcript,24827855,24827940,+,MI0000690,MI0000690,mmu-mir-28a,NA
chr16,miRNA,24827868,24827889,+,MIMAT0000653,MIMAT0000653,mmu-miR-28a-5p,MI0000690
chr16,miRNA,24827908,24827929,+,MIMAT0004661,MIMAT0004661,mmu-miR-28a-3p,MI0000690
chr16,miRNA_primary_transcript,28599935,28600043,-,MI0004658,MI0004658,mmu-mir-690,NA
chr16,miRNA,28599940,28599961,-,MIMAT0003469,MIMAT0003469,mmu-miR-690,MI0004658
chr16,miRNA_primary_transcript,32267450,32267583,-,MI0009936,MI0009936,mmu-mir-1946a,NA
chr16,miRNA,32267540,32267566,-,MIMAT0009412,MIMAT0009412,mmu-miR-1946a,MI0009936
chr16,miRNA_primary_transcript,33105361,33105445,+,MI0009937,MI0009937,mmu-mir-1947,NA
chr16,miRNA,33105375,33105396,+,MIMAT0009413,MIMAT0009413,mmu-miR-1947-5p,MI0009937
chr16,miRNA,33105411,33105432,+,MIMAT0017343,MIMAT0017343,mmu-miR-1947-3p,MI0009937
chr16,miRNA_primary_transcript,42303362,42303469,-,MI0022356,MI0022356,mmu-mir-6540,NA
chr16,miRNA,42303425,42303446,-,MIMAT0025585,MIMAT0025585,mmu-miR-6540-5p,MI0022356
chr16,miRNA,42303386,42303406,-,MIMAT0025586,MIMAT0025586,mmu-miR-6540-3p,MI0022356
chr16,miRNA_primary_transcript,43640655,43640737,+,MI0005517,MI0005517,mmu-mir-568,NA
chr16,miRNA,43640665,43640684,+,MIMAT0004892,MIMAT0004892,mmu-miR-568,MI0005517
chr16,miRNA_primary_transcript,44013852,44013977,+,MI0014697,MI0014697,mmu-mir-3470b,NA
chr16,miRNA,44013885,44013905,+,MIMAT0015641,MIMAT0015641,mmu-miR-3470b,MI0014697
chr16,miRNA_primary_transcript,44558046,44558129,-,MI0014044,MI0014044,mmu-mir-3081,NA
chr16,miRNA,44558092,44558114,-,MIMAT0014870,MIMAT0014870,mmu-miR-3081-5p,MI0014044
chr16,miRNA,44558058,44558080,-,MIMAT0014871,MIMAT0014871,mmu-miR-3081-3p,MI0014044
chr16,miRNA_primary_transcript,50727132,50727245,+,MI0021892,MI0021892,mmu-mir-6363,NA
chr16,miRNA,50727204,50727225,+,MIMAT0025107,MIMAT0025107,mmu-miR-6363,MI0021892
chr16,miRNA_primary_transcript,55494731,55494797,+,MI0018027,MI0018027,mmu-mir-5118,NA
chr16,miRNA,55494770,55494788,+,MIMAT0020626,MIMAT0020626,mmu-miR-5118,MI0018027
chr16,miRNA_primary_transcript,57610786,57610845,+,MI0040628,MI0040628,mmu-mir-1970b,NA
chr16,miRNA,57610786,57610809,+,MIMAT0049843,MIMAT0049843,mmu-miR-1970b-5p,MI0040628
chr16,miRNA_primary_transcript,74341990,74342067,-,MI0004659,MI0004659,mmu-mir-691,NA
chr16,miRNA,74342005,74342026,-,MIMAT0003470,MIMAT0003470,mmu-miR-691,MI0004659
chr16,miRNA_primary_transcript,77598936,77599000,+,MI0000146,MI0000146,mmu-mir-99a,NA
chr16,miRNA,77598940,77598961,+,MIMAT0000131,MIMAT0000131,mmu-miR-99a-5p,MI0000146
chr16,miRNA,77598977,77598997,+,MIMAT0016981,MIMAT0016981,mmu-miR-99a-3p,MI0000146
chr16,miRNA_primary_transcript,77599657,77599750,+,MI0000559,MI0000559,mmu-let-7c-1,NA
chr16,miRNA,77599672,77599693,+,MIMAT0000523_1,MIMAT0000523,mmu-let-7c-5p,MI0000559
chr16,miRNA,77599717,77599738,+,MIMAT0004622,MIMAT0004622,mmu-let-7c-1-3p,MI0000559
chr16,miRNA_primary_transcript,77646273,77646343,+,MI0000152,MI0000152,mmu-mir-125b-2,NA
chr16,miRNA,77646279,77646300,+,MIMAT0000136,MIMAT0000136,mmu-miR-125b-5p,MI0000152
chr16,miRNA,77646318,77646339,+,MIMAT0004529,MIMAT0004529,mmu-miR-125b-2-3p,MI0000152
chr16,miRNA_primary_transcript,84714140,84714204,+,MI0000177,MI0000177,mmu-mir-155,NA
chr16,miRNA,84714143,84714165,+,MIMAT0000165,MIMAT0000165,mmu-miR-155-5p,MI0000177
chr16,miRNA,84714182,84714202,+,MIMAT0016993,MIMAT0016993,mmu-miR-155-3p,MI0000177
chr16,miRNA_primary_transcript,91527443,91527544,-,MI0021896,MI0021896,mmu-mir-6367,NA
chr16,miRNA,91527468,91527489,-,MIMAT0025111,MIMAT0025111,mmu-miR-6367,MI0021896
chr16,miRNA_primary_transcript,93369720,93369816,+,MI0004249,MI0004249,mmu-mir-802,NA
chr16,miRNA,93369737,93369758,+,MIMAT0004188,MIMAT0004188,mmu-miR-802-5p,MI0004249
chr16,miRNA,93369775,93369796,+,MIMAT0017240,MIMAT0017240,mmu-miR-802-3p,MI0004249
chr16,miRNA_primary_transcript,97877233,97877291,-,MI0022811,MI0022811,mmu-mir-6964,NA
chr16,miRNA,97877266,97877286,-,MIMAT0027828,MIMAT0027828,mmu-miR-6964-5p,MI0022811
chr16,miRNA,97877233,97877252,-,MIMAT0027829,MIMAT0027829,mmu-miR-6964-3p,MI0022811
chr17,miRNA_primary_transcript,6895229,6895337,-,MI0004660,MI0004660,mmu-mir-692-1,NA
chr17,miRNA,6895259,6895279,-,MIMAT0003471_1,MIMAT0003471,mmu-miR-692,MI0004660
chr17,miRNA_primary_transcript,17830188,17830257,+,MI0000147,MI0000147,mmu-mir-99b,NA
chr17,miRNA,17830194,17830215,+,MIMAT0000132,MIMAT0000132,mmu-miR-99b-5p,MI0000147
chr17,miRNA,17830232,17830253,+,MIMAT0004525,MIMAT0004525,mmu-miR-99b-3p,MI0000147
chr17,miRNA_primary_transcript,17830352,17830444,+,MI0000561,MI0000561,mmu-let-7e,NA
chr17,miRNA,17830366,17830387,+,MIMAT0000524,MIMAT0000524,mmu-let-7e-5p,MI0000561
chr17,miRNA,17830411,17830432,+,MIMAT0017016,MIMAT0017016,mmu-let-7e-3p,MI0000561
chr17,miRNA_primary_transcript,17830812,17830879,+,MI0000151,MI0000151,mmu-mir-125a,NA
chr17,miRNA,17830817,17830840,+,MIMAT0000135,MIMAT0000135,mmu-miR-125a-5p,MI0000151
chr17,miRNA,17830855,17830876,+,MIMAT0004528,MIMAT0004528,mmu-miR-125a-3p,MI0000151
chr17,miRNA_primary_transcript,23823291,23823369,+,MI0018036,MI0018036,mmu-mir-5125,NA
chr17,miRNA,23823339,23823358,+,MIMAT0020635,MIMAT0020635,mmu-miR-5125,MI0018036
chr17,miRNA_primary_transcript,24234527,24234604,-,MI0018046,MI0018046,mmu-mir-5134,NA
chr17,miRNA,24234575,24234595,-,MIMAT0020645,MIMAT0020645,mmu-miR-5134-5p,MI0018046
chr17,miRNA,24234535,24234556,-,MIMAT0022989,MIMAT0022989,mmu-miR-5134-3p,MI0018046
chr17,miRNA_primary_transcript,24240884,24240947,-,MI0022812,MI0022812,mmu-mir-6965,NA
chr17,miRNA,24240919,24240942,-,MIMAT0027830,MIMAT0027830,mmu-miR-6965-5p,MI0022812
chr17,miRNA,24240884,24240905,-,MIMAT0027831,MIMAT0027831,mmu-miR-6965-3p,MI0022812
chr17,miRNA_primary_transcript,25160503,25160576,+,MI0040629,MI0040629,mmu-mir-12188,NA
chr17,miRNA,25160503,25160526,+,MIMAT0049844,MIMAT0049844,mmu-miR-12188-5p,MI0040629
chr17,miRNA,25160550,25160576,+,MIMAT0049845,MIMAT0049845,mmu-miR-12188-3p,MI0040629
chr17,miRNA_primary_transcript,25245551,25245638,-,MI0022813,MI0022813,mmu-mir-3547,NA
chr17,miRNA,25245614,25245638,-,MIMAT0027832,MIMAT0027832,mmu-miR-3547-5p,MI0022813
chr17,miRNA,25245551,25245571,-,MIMAT0027833,MIMAT0027833,mmu-miR-3547-3p,MI0022813
chr17,miRNA_primary_transcript,25780808,25780879,+,MI0022814,MI0022814,mmu-mir-6966,NA
chr17,miRNA,25780813,25780833,+,MIMAT0027834,MIMAT0027834,mmu-miR-6966-5p,MI0022814
chr17,miRNA,25780859,25780879,+,MIMAT0027835,MIMAT0027835,mmu-miR-6966-3p,MI0022814
chr17,miRNA_primary_transcript,25831365,25831428,-,MI0014045,MI0014045,mmu-mir-3082,NA
chr17,miRNA,25831406,25831427,-,MIMAT0014872,MIMAT0014872,mmu-miR-3082-5p,MI0014045
chr17,miRNA,25831366,25831387,-,MIMAT0014873,MIMAT0014873,mmu-miR-3082-3p,MI0014045
chr17,miRNA_primary_transcript,26920962,26921019,+,MI0022815,MI0022815,mmu-mir-6967-1,NA
chr17,miRNA,26920967,26920987,+,MIMAT0027836,MIMAT0027836,mmu-miR-6967-5p,MI0022815
chr17,miRNA,26921000,26921019,+,MIMAT0027837,MIMAT0027837,mmu-miR-6967-3p,MI0022815
chr17,miRNA_primary_transcript,26935472,26935539,+,MI0022816,MI0022816,mmu-mir-6968,NA
chr17,miRNA,26935472,26935493,+,MIMAT0027838,MIMAT0027838,mmu-miR-6968-5p,MI0022816
chr17,miRNA,26935518,26935539,+,MIMAT0027839,MIMAT0027839,mmu-miR-6968-3p,MI0022816
chr17,miRNA_primary_transcript,26948056,26948119,-,MI0014046,MI0014046,mmu-mir-3083,NA
chr17,miRNA,26948093,26948114,-,MIMAT0014874,MIMAT0014874,mmu-miR-3083-5p,MI0014046
chr17,miRNA,26948058,26948079,-,MIMAT0014875,MIMAT0014875,mmu-miR-3083-3p,MI0014046
chr17,miRNA_primary_transcript,26948060,26948116,+,MI0040630,MI0040630,mmu-mir-3083b,NA
chr17,miRNA,26948060,26948081,+,MIMAT0049846,MIMAT0049846,mmu-miR-3083b-5p,MI0040630
chr17,miRNA,26948094,26948115,+,MIMAT0049847,MIMAT0049847,mmu-miR-3083b-3p,MI0040630
chr17,miRNA_primary_transcript,27091245,27091311,+,MI0025022,MI0025022,mmu-mir-7677,NA
chr17,miRNA,27091245,27091269,+,MIMAT0029868,MIMAT0029868,mmu-miR-7677-5p,MI0025022
chr17,miRNA,27091289,27091311,+,MIMAT0029869,MIMAT0029869,mmu-miR-7677-3p,MI0025022
chr17,miRNA_primary_transcript,27317035,27317095,-,MI0023709,MI0023709,mmu-mir-7214,NA
chr17,miRNA,27317073,27317095,-,MIMAT0028396,MIMAT0028396,mmu-miR-7214-5p,MI0023709
chr17,miRNA,27317035,27317058,-,MIMAT0028397,MIMAT0028397,mmu-miR-7214-3p,MI0023709
chr17,miRNA_primary_transcript,27328385,27328460,+,MI0023711,MI0023711,mmu-mir-7216,NA
chr17,miRNA,27328385,27328408,+,MIMAT0028400,MIMAT0028400,mmu-miR-7216-5p,MI0023711
chr17,miRNA,27328440,27328460,+,MIMAT0028401,MIMAT0028401,mmu-miR-7216-3p,MI0023711
chr17,miRNA_primary_transcript,27355738,27355799,+,MI0023712,MI0023712,mmu-mir-7217,NA
chr17,miRNA,27355738,27355762,+,MIMAT0028402,MIMAT0028402,mmu-miR-7217-5p,MI0023712
chr17,miRNA,27355778,27355799,+,MIMAT0028403,MIMAT0028403,mmu-miR-7217-3p,MI0023712
chr17,miRNA_primary_transcript,27358097,27358155,+,MI0023713,MI0023713,mmu-mir-7218,NA
chr17,miRNA,27358097,27358117,+,MIMAT0028404,MIMAT0028404,mmu-miR-7218-5p,MI0023713
chr17,miRNA,27358132,27358155,+,MIMAT0028405,MIMAT0028405,mmu-miR-7218-3p,MI0023713
chr17,miRNA_primary_transcript,28558441,28558501,-,MI0022817,MI0022817,mmu-mir-6969,NA
chr17,miRNA,28558475,28558496,-,MIMAT0027840,MIMAT0027840,mmu-miR-6969-5p,MI0022817
chr17,miRNA,28558441,28558460,-,MIMAT0027841,MIMAT0027841,mmu-miR-6969-3p,MI0022817
chr17,miRNA_primary_transcript,29595538,29595600,+,MI0025007,MI0025007,mmu-mir-7667,NA
chr17,miRNA,29595538,29595559,+,MIMAT0029840,MIMAT0029840,mmu-miR-7667-5p,MI0025007
chr17,miRNA,29595579,29595600,+,MIMAT0029841,MIMAT0029841,mmu-miR-7667-3p,MI0025007
chr17,miRNA_primary_transcript,33886676,33886733,-,MI0031752,MI0031752,mmu-mir-6967-2,NA
chr17,miRNA,33886708,33886728,-,MIMAT0027836_1,MIMAT0027836,mmu-miR-6967-5p,MI0031752
chr17,miRNA,33886676,33886695,-,MIMAT0027837_1,MIMAT0027837,mmu-miR-6967-3p,MI0031752
chr17,miRNA_primary_transcript,34024983,34025092,-,MI0000702,MI0000702,mmu-mir-219a-1,NA
